Make,Model,Year,Mileage,Fuel_Type,Engine_Size,Transmission,Body_Type,Color,Owner_History,Price,Age
nissan,model d,-0.5083221922721335,0.45280249802844824,diesel,0.36911266248377045,manual,coupe,blue,first owner,8617.07,0.5083221922721205
chevrolet,model e,-1.5177563329543584,1.6810568971659126,diesel,-0.7563627948374475,manual,truck,gray,first owner,5423.86,1.5177563329543455
honda,model a,-0.07570756055117998,1.4137335345751765,petrol,-0.5832127244803372,automatic,sedan,black,first owner,12637.32,0.07570756055116692
ford,model c,0.2127021939294557,1.305740714204697,diesel,-0.06376251340900574,automatic,sedan,black,second owner,12922.22,-0.2127021939294688
nissan,model a,-0.5083221922721335,0.17575048215637948,diesel,1.1482879790907676,cvt,coupe,black,second owner,7742.33,0.5083221922721205
chevrolet,model e,0.2127021939294557,0.31108129514217225,diesel,-0.15033754858756104,automatic,coupe,gray,third owner,13660.66,-0.2127021939294688
chevrolet,model a,-0.07570756055117998,-0.511717171652693,hybrid,-0.9295128651945581,cvt,hatchback,red,third owner,15799.91,0.07570756055116692
nissan,model b,1.654750966332634,1.4793661771165199,diesel,-0.8429378300160029,manual,truck,red,third owner,17813.72,-1.6547509663326474
mercedes,model e,0.7895217028907271,-0.9694765377516723,hybrid,0.022812521769549583,cvt,hatchback,red,first owner,23916.74,-0.7895217028907402
mercedes,model e,-0.36411731503181566,1.4341565530444447,petrol,1.4080130846264332,automatic,suv,gray,second owner,13116.99,0.3641173150318026
toyota,model b,1.654750966332634,-1.081511041286823,petrol,-0.15033754858756104,manual,coupe,blue,second owner,20398.94,-1.6547509663326474
kia,model e,1.5105460890923161,-0.3649647289567083,hybrid,1.0617129439122126,automatic,suv,white,third owner,19303.21,-1.5105460890923295
hyundai,model d,-1.3735514557140405,-0.2542774531431148,hybrid,1.1482879790907676,automatic,sedan,red,second owner,8328.97,1.3735514557140276
bmw,model a,-1.0851417012334048,-0.44784903975551293,hybrid,-1.5355381114444449,manual,sedan,red,third owner,17142.47,1.085141701233392
nissan,model a,0.2127021939294557,1.4325947226769757,diesel,-0.15033754858756104,cvt,truck,blue,second owner,12424.64,-0.2127021939294688
chevrolet,model e,0.9337265801310449,1.5443669340893453,petrol,-0.6697877596588921,cvt,suv,gray,second owner,13784.58,-0.933726580131058
honda,model d,0.6453168256504092,0.2934958005466261,hybrid,1.3214380494478781,manual,suv,blue,second owner,15493.96,-0.6453168256504224
ford,model b,1.2221363346116805,0.29015753716577664,electric,-0.06376251340900574,manual,hatchback,blue,first owner,20179.6,-1.2221363346116938
hyundai,model d,-1.5177563329543584,0.3651850066503678,hybrid,1.0617129439122126,automatic,sedan,blue,first owner,5690.35,1.5177563329543455
mercedes,model b,1.2221363346116805,-0.3048521433629838,petrol,1.6677381901620996,manual,truck,blue,first owner,24536.95,-1.2221363346116938
hyundai,model e,-0.6525270695124513,1.131662201262616,diesel,0.4556876976623258,cvt,truck,red,second owner,10863.19,0.6525270695124383
ford,model d,-1.5177563329543584,-1.5668706921238966,diesel,1.6677381901620996,cvt,hatchback,blue,third owner,7165.51,1.5177563329543455
mercedes,model b,-0.7967319467527691,-1.3771381083994754,diesel,-0.15033754858756104,automatic,hatchback,gray,first owner,16498.18,0.7967319467527562
kia,model d,-0.940936823993087,-1.7022849616942106,hybrid,-0.236912583766116,automatic,coupe,black,third owner,12881.85,0.9409368239930741
honda,model b,1.5105460890923161,0.9590978292111348,electric,-1.1892379707302236,manual,suv,red,third owner,19183.82,-1.5105460890923295
chevrolet,model d,1.3663412118519984,0.09619251236920696,hybrid,0.19596259212666023,manual,suv,blue,first owner,14356.02,-1.3663412118520115
chevrolet,model c,1.0779314573713628,-0.4000045720864101,petrol,-0.7563627948374475,cvt,coupe,gray,first owner,17340.25,-1.0779314573713759
hyundai,model b,0.06849731668913786,0.9566656658908017,diesel,-1.7086881818015554,automatic,coupe,gray,third owner,12519.39,-0.06849731668915093
ford,model d,0.35690707116977355,-0.4604032945413503,diesel,-1.1026629355516686,cvt,suv,gray,third owner,16661.61,-0.35690707116978665
kia,model b,-1.3735514557140405,-1.6093262489067712,hybrid,1.5811631549835439,manual,coupe,red,first owner,8952.68,1.3735514557140276
honda,model b,-0.5083221922721335,-1.4648867458389463,hybrid,0.28253762730521514,automatic,coupe,gray,second owner,11872.77,0.5083221922721205
volkswagen,model b,1.5105460890923161,0.05714675318248586,electric,1.1482879790907676,automatic,suv,blue,second owner,17531.79,-1.5105460890923295
ford,model e,-0.6525270695124513,-1.3704854263762112,petrol,0.1093875569481049,cvt,sedan,blue,second owner,12428.26,0.6525270695124383
volkswagen,model c,0.6453168256504092,-0.07278322654786121,petrol,1.0617129439122126,manual,suv,white,third owner,14537.6,-0.6453168256504224
volkswagen,model b,-1.6619612101946761,-0.17445719123316125,hybrid,0.7154128031979914,manual,truck,white,second owner,8423.43,1.6619612101946633
kia,model b,1.654750966332634,-0.9267348441075822,electric,0.28253762730521514,manual,sedan,gray,first owner,22798.5,-1.6547509663326474
hyundai,model a,1.5105460890923161,-0.7094138980142838,electric,-1.3623880410873344,manual,hatchback,red,first owner,22853.74,-1.5105460890923295
chevrolet,model a,1.5105460890923161,-0.39410299932383697,electric,1.7543132253406544,automatic,suv,white,third owner,23185.43,-1.5105460890923295
toyota,model c,-1.2293465784737228,0.6148274956918192,petrol,0.28253762730521514,automatic,hatchback,white,third owner,8190.49,1.2293465784737099
toyota,model a,0.7895217028907271,-0.5096426794088795,hybrid,0.4556876976623258,automatic,coupe,red,second owner,16766.96,-0.7895217028907402
volkswagen,model d,1.0779314573713628,1.0417198478871585,hybrid,-1.6221131466229999,automatic,sedan,white,second owner,14489.75,-1.0779314573713759
kia,model b,0.6453168256504092,1.4413695864209228,hybrid,-0.236912583766116,cvt,truck,gray,third owner,13754.29,-0.6453168256504224
ford,model d,0.9337265801310449,-0.46536300013575516,diesel,0.7154128031979914,automatic,coupe,black,first owner,17489.0,-0.933726580131058
kia,model c,0.9337265801310449,0.43837643127549175,petrol,-1.1026629355516686,automatic,coupe,gray,third owner,12531.72,-0.933726580131058
honda,model d,-1.0851417012334048,1.0416363913026372,hybrid,1.4080130846264332,manual,suv,gray,first owner,6757.61,1.085141701233392
hyundai,model b,-1.0851417012334048,0.7842205175314936,hybrid,-1.5355381114444449,automatic,coupe,white,first owner,9472.79,1.085141701233392
volkswagen,model b,-0.36411731503181566,0.26081658652195355,electric,-1.1892379707302236,cvt,coupe,white,second owner,14994.73,0.3641173150318026
toyota,model d,-0.5083221922721335,-0.10310181146750451,electric,0.1093875569481049,manual,sedan,gray,third owner,17015.54,0.5083221922721205
mercedes,model d,-0.7967319467527691,-0.9327556405623285,hybrid,0.4556876976623258,cvt,sedan,blue,first owner,16522.57,0.7967319467527562
bmw,model c,-0.940936823993087,-0.4317419189429144,electric,-0.3234876189446713,cvt,suv,gray,first owner,17920.81,0.9409368239930741
kia,model c,0.06849731668913786,0.7241198543069863,petrol,0.28253762730521514,manual,truck,black,third owner,11107.77,-0.06849731668915093
mercedes,model c,-0.36411731503181566,-0.27476008345846953,electric,-0.236912583766116,manual,truck,red,second owner,20790.96,0.3641173150318026
bmw,model a,-0.21991243779149783,0.6947073694478593,electric,1.5811631549835439,manual,truck,black,second owner,18096.11,0.21991243779148478
chevrolet,model b,0.9337265801310449,-0.1385827822582471,diesel,0.4556876976623258,manual,hatchback,blue,third owner,18185.41,-0.933726580131058
hyundai,model a,1.3663412118519984,0.03010681979760541,electric,0.888562873555102,manual,suv,white,third owner,19370.82,-1.3663412118520115
chevrolet,model e,0.5011119484100913,-1.635042799308529,electric,-0.06376251340900574,automatic,sedan,blue,first owner,20751.92,-0.5011119484101045
honda,model b,-1.2293465784737228,1.2542003120782252,electric,-0.4100626541232266,automatic,hatchback,gray,third owner,8484.16,1.2293465784737099
volkswagen,model a,-1.0851417012334048,1.2804533690947626,hybrid,-1.5355381114444449,cvt,suv,white,first owner,5894.75,1.085141701233392
toyota,model c,-1.2293465784737228,-1.3221163744615463,petrol,0.9751379087336569,automatic,truck,red,third owner,9604.52,1.2293465784737099
chevrolet,model c,-1.5177563329543584,-0.874061816905465,petrol,1.4080130846264332,manual,coupe,red,second owner,10287.29,1.5177563329543455
bmw,model e,-1.2293465784737228,0.6928117127423056,diesel,1.6677381901620996,manual,truck,black,third owner,12929.72,1.2293465784737099
mercedes,model a,-1.6619612101946761,-1.417698008476796,diesel,-1.1892379707302236,automatic,sedan,red,third owner,14747.84,1.6619612101946633
honda,model b,0.2127021939294557,-0.2582833692001341,electric,-1.7086881818015554,cvt,suv,red,third owner,18404.44,-0.2127021939294688
mercedes,model e,0.9337265801310449,-0.23515397291853443,electric,-1.3623880410873344,automatic,suv,blue,third owner,24842.13,-0.933726580131058
mercedes,model c,0.5011119484100913,-1.6875131462339519,electric,-0.4966376893017819,manual,truck,white,second owner,24538.29,-0.5011119484101045
mercedes,model a,0.5011119484100913,-0.6740163838080624,hybrid,-1.4489630762658894,cvt,sedan,red,first owner,22580.19,-0.5011119484101045
volkswagen,model b,0.9337265801310449,1.0070019087263242,petrol,0.6288377680194365,cvt,suv,black,first owner,12731.22,-0.933726580131058
bmw,model e,-0.6525270695124513,1.0248973849215208,petrol,-0.4100626541232266,automatic,coupe,white,third owner,13339.61,0.6525270695124383
kia,model a,-0.21991243779149783,1.0346737276797227,petrol,1.4945881198049888,cvt,coupe,red,second owner,10268.97,0.21991243779148478
hyundai,model a,-0.5083221922721335,0.7652162609990864,hybrid,-1.1892379707302236,cvt,hatchback,gray,third owner,11032.67,0.5083221922721205
bmw,model c,-1.5177563329543584,0.26969875158885653,hybrid,-1.5355381114444449,cvt,truck,white,third owner,12762.12,1.5177563329543455
chevrolet,model e,-0.6525270695124513,1.1404728321142152,petrol,-1.0160879003731134,manual,suv,gray,second owner,8402.83,0.6525270695124383
mercedes,model e,-0.940936823993087,-1.536313659819907,electric,-0.4100626541232266,manual,truck,black,second owner,18056.93,0.9409368239930741
hyundai,model b,0.9337265801310449,-0.6874052044391121,diesel,-0.236912583766116,automatic,sedan,black,third owner,16848.65,-0.933726580131058
ford,model c,-0.36411731503181566,-1.4865139235991638,diesel,-1.1892379707302236,manual,sedan,red,first owner,12743.45,0.3641173150318026
toyota,model d,1.3663412118519984,-0.7825576331625385,petrol,-1.1026629355516686,automatic,suv,red,first owner,18756.96,-1.3663412118520115
toyota,model b,0.5011119484100913,-0.6744932785767551,petrol,-1.4489630762658894,automatic,sedan,gray,first owner,15968.8,-0.5011119484101045
nissan,model b,0.7895217028907271,0.340148031293997,electric,-0.4966376893017819,automatic,suv,red,second owner,15698.24,-0.7895217028907402
toyota,model c,0.9337265801310449,-0.898848422508272,electric,-0.3234876189446713,manual,coupe,black,third owner,20463.74,-0.933726580131058
toyota,model c,0.7895217028907271,-0.8680171757122841,petrol,0.9751379087336569,manual,truck,gray,second owner,18816.32,-0.7895217028907402
toyota,model c,0.6453168256504092,-0.9404336463382822,hybrid,-0.8429378300160029,manual,sedan,white,second owner,18221.79,-0.6453168256504224
mercedes,model e,0.2127021939294557,0.42328271184636534,electric,-1.275813005908779,manual,coupe,blue,third owner,21515.19,-0.2127021939294688
toyota,model e,1.654750966332634,-0.30414872357916195,diesel,-0.5832127244803372,cvt,sedan,black,second owner,19077.63,-1.6547509663326474
hyundai,model e,1.0779314573713628,-0.6895631532674469,petrol,-0.4100626541232266,cvt,hatchback,gray,third owner,19230.81,-1.0779314573713759
honda,model b,1.0779314573713628,0.553272303422799,hybrid,-1.0160879003731134,manual,suv,gray,first owner,13729.4,-1.0779314573713759
bmw,model d,0.9337265801310449,1.0660653258289248,hybrid,1.4080130846264332,manual,suv,red,third owner,17907.74,-0.933726580131058
nissan,model c,-0.36411731503181566,0.547001137214489,diesel,0.6288377680194365,manual,coupe,gray,third owner,8524.31,0.3641173150318026
nissan,model b,1.5105460890923161,-1.057618613375315,petrol,-1.1026629355516686,cvt,sedan,red,third owner,19013.23,-1.5105460890923295
volkswagen,model c,1.2221363346116805,-1.7761917284723738,diesel,0.6288377680194365,automatic,hatchback,gray,second owner,18958.4,-1.2221363346116938
bmw,model a,0.35690707116977355,1.3096274065695432,petrol,0.28253762730521514,automatic,suv,blue,first owner,17981.56,-0.35690707116978665
kia,model b,0.6453168256504092,-1.2118106144629068,diesel,-0.7563627948374475,cvt,hatchback,blue,first owner,16970.62,-0.6453168256504224
volkswagen,model b,-0.940936823993087,1.405805159045659,hybrid,0.022812521769549583,cvt,sedan,white,third owner,8177.1,0.9409368239930741
bmw,model c,0.7895217028907271,0.2925181662708059,hybrid,-0.4100626541232266,manual,suv,white,third owner,17946.75,-0.7895217028907402
ford,model b,-0.36411731503181566,0.043018745659962346,petrol,1.2348630142693233,manual,sedan,blue,third owner,10661.64,0.3641173150318026
hyundai,model a,-0.07570756055117998,-1.5963666335675448,electric,-1.4489630762658894,automatic,suv,blue,second owner,16564.49,0.07570756055116692
hyundai,model d,-1.5177563329543584,0.3551225270309502,electric,-0.15033754858756104,cvt,hatchback,gray,second owner,10916.46,1.5177563329543455
honda,model a,0.06849731668913786,-1.101898292648439,diesel,-0.9295128651945581,automatic,suv,red,third owner,14143.85,-0.06849731668915093
honda,model e,0.9337265801310449,-1.1541659592971676,petrol,-1.0160879003731134,manual,hatchback,gray,third owner,18824.02,-0.933726580131058
chevrolet,model c,-1.2293465784737228,0.6082105807762069,diesel,-1.1026629355516686,cvt,hatchback,red,first owner,7536.02,1.2293465784737099
nissan,model d,-0.36411731503181566,1.3177107728988857,diesel,-0.236912583766116,cvt,truck,black,second owner,9026.53,0.3641173150318026
nissan,model a,0.5011119484100913,1.0911499906621647,petrol,0.4556876976623258,manual,coupe,white,first owner,13243.35,-0.5011119484101045
ford,model b,1.2221363346116805,-0.7097477243523687,hybrid,-1.6221131466229999,cvt,suv,blue,second owner,17344.53,-1.2221363346116938
ford,model b,1.5105460890923161,0.3127623492018143,electric,0.19596259212666023,cvt,coupe,white,third owner,19716.6,-1.5105460890923295
ford,model e,0.7895217028907271,-0.1719773384359588,electric,-0.7563627948374475,cvt,coupe,black,third owner,20029.36,-0.7895217028907402
nissan,model d,-1.3735514557140405,0.8146344814048754,diesel,-0.06376251340900574,manual,hatchback,red,second owner,7663.46,1.3735514557140276
bmw,model d,0.5011119484100913,-1.4965406361109295,diesel,-0.9295128651945581,manual,sedan,gray,first owner,22047.02,-0.5011119484101045
toyota,model d,0.6453168256504092,-0.2690969580802428,hybrid,0.7154128031979914,automatic,coupe,white,third owner,15932.17,-0.6453168256504224
kia,model e,1.2221363346116805,-0.27381821629030134,petrol,1.6677381901620996,manual,sedan,white,first owner,19243.67,-1.2221363346116938
honda,model c,-1.3735514557140405,0.7620687555257141,petrol,0.19596259212666023,manual,sedan,blue,third owner,6180.23,1.3735514557140276
ford,model c,-0.36411731503181566,0.35227308078801084,hybrid,-1.0160879003731134,cvt,suv,gray,second owner,9913.81,0.3641173150318026
ford,model e,-0.6525270695124513,-1.7564482850484928,petrol,-0.7563627948374475,cvt,truck,gray,second owner,13717.23,0.6525270695124383
hyundai,model e,-0.36411731503181566,1.5993052114427533,hybrid,-1.4489630762658894,cvt,hatchback,blue,second owner,8908.32,0.3641173150318026
bmw,model a,0.06849731668913786,-0.902913950411378,hybrid,0.888562873555102,automatic,hatchback,blue,third owner,19667.26,-0.06849731668915093
honda,model a,-0.7967319467527691,-0.07217518571777792,hybrid,1.1482879790907676,automatic,truck,white,first owner,12046.99,0.7967319467527562
toyota,model a,0.9337265801310449,0.5718592770326,hybrid,0.7154128031979914,automatic,truck,gray,second owner,16285.17,-0.933726580131058
