Make,Model,Year,Mileage,Fuel Type,Engine Size,Transmission,Body Type,Color,Owner History,Price,Age
Mercedes,Model B,2013,44078,Diesel,3.3,CVT,Sedan,Gray,Second Owner,19717.2,10
Volkswagen,Model D,2002,126168,Petrol,3.0,CVT,SUV,Red,Second Owner,8879.82,21
BMW,Model A,2013,252910,Petrol,2.7,CVT,Truck,Gray,First Owner,15204.17,10
Mercedes,Model A,2004,56382,Hybrid,4.1,Manual,Hatchback,White,First Owner,17331.39,19
Honda,Model A,2007,33178,Petrol,4.9,Automatic,Truck,Gray,Third Owner,12045.11,16
Toyota,Model D,2021,83362,Hybrid,2.0,Automatic,Truck,White,First Owner,18900.38,2
Chevrolet,Model C,2014,257886,Diesel,2.4,Manual,Truck,Gray,Third Owner,11542.9,9
Hyundai,Model E,2020,197370,Electric,3.9,CVT,Coupe,Red,First Owner,19967.41,3
Kia,Model B,2005,215232,Petrol,2.6,CVT,SUV,White,Third Owner,8093.81,18
BMW,Model A,2020,98738,Electric,4.1,Manual,SUV,Black,Third Owner,25970.52,3
Chevrolet,Model A,2012,33199,Diesel,1.0,Manual,Hatchback,Gray,Second Owner,13491.63,11
Honda,Model A,2022,238204,Diesel,3.2,Automatic,Hatchback,Gray,Third Owner,16411.08,1
Hyundai,Model A,2008,176478,Petrol,4.9,CVT,SUV,Black,Second Owner,7941.34,15
Hyundai,Model A,2000,143016,Petrol,4.1,CVT,Truck,White,First Owner,8808.36,23
Hyundai,Model E,2008,278976,Hybrid,3.7,Manual,SUV,Red,First Owner,10505.44,15
Hyundai,Model B,2017,100089,Electric,1.4,Manual,Truck,Red,First Owner,21472.03,6
Toyota,Model E,2020,292718,Hybrid,3.8,Manual,Hatchback,Blue,Second Owner,16421.34,3
Nissan,Model D,2020,104704,Petrol,2.8,Automatic,Truck,Blue,Second Owner,17937.39,3
Mercedes,Model A,2009,204266,Petrol,2.3,CVT,Hatchback,Black,Second Owner,13887.31,14
Mercedes,Model B,2006,276781,Hybrid,2.4,Manual,Truck,Black,First Owner,13016.42,17
Kia,Model C,2009,46443,Electric,3.0,Automatic,Truck,White,Second Owner,14751.81,14
Ford,Model C,2001,157369,Hybrid,4.0,Manual,Sedan,Gray,Second Owner,7060.71,22
Volkswagen,Model B,2014,24124,Diesel,3.3,CVT,Coupe,White,Second Owner,13776.67,9
Ford,Model E,2000,279029,Hybrid,2.3,CVT,SUV,Red,Second Owner,3547.69,23
Honda,Model B,2004,29255,Diesel,3.8,Automatic,Sedan,Black,Third Owner,9566.56,19
Nissan,Model D,2011,297543,Hybrid,1.3,Automatic,Coupe,Red,First Owner,11191.59,12
Ford,Model D,2000,117120,Hybrid,4.1,CVT,Coupe,White,First Owner,7861.82,23
Honda,Model D,2022,74806,Petrol,1.9,Manual,Hatchback,Black,First Owner,17849.56,1
Nissan,Model D,2004,39970,Electric,1.0,CVT,SUV,Gray,First Owner,13861.29,19
Chevrolet,Model B,2003,5618,Electric,2.4,Automatic,Truck,Gray,First Owner,13636.33,20
BMW,Model C,2005,227757,Petrol,1.9,Automatic,SUV,White,Third Owner,14232.02,18
Kia,Model C,2005,43654,Electric,1.7,Manual,SUV,Blue,Second Owner,14583.9,18
Volkswagen,Model C,2020,160415,Electric,3.6,Manual,Sedan,Blue,Second Owner,20082.71,3
Mercedes,Model A,2022,257142,Petrol,1.3,CVT,SUV,Red,Second Owner,21402.03,1
Volkswagen,Model A,2004,106527,Petrol,4.8,CVT,Hatchback,Gray,First Owner,10832.42,19
Ford,Model E,2011,234119,Hybrid,3.1,CVT,Sedan,Blue,Third Owner,11294.13,12
Ford,Model B,2005,62260,Hybrid,4.3,Automatic,SUV,Red,Third Owner,12054.22,18
Chevrolet,Model A,2000,227347,Petrol,2.0,CVT,Coupe,Blue,First Owner,5055.13,23
Mercedes,Model D,2015,185579,Diesel,1.4,Manual,Coupe,Red,First Owner,17630.28,8
Chevrolet,Model E,2012,133574,Diesel,4.5,CVT,Sedan,Black,First Owner,14105.28,11
Toyota,Model B,2014,167257,Hybrid,2.0,Manual,Truck,Black,Second Owner,11359.82,9
Kia,Model D,2007,48742,Electric,4.5,Automatic,Coupe,Red,First Owner,13811.06,16
Volkswagen,Model B,2004,164969,Electric,4.9,Manual,Hatchback,Blue,First Owner,11289.68,19
Volkswagen,Model B,2013,206822,Diesel,3.5,Automatic,Truck,Blue,Second Owner,11641.93,10
Mercedes,Model B,2013,248452,Petrol,2.6,Manual,Sedan,Red,Second Owner,15407.88,10
BMW,Model C,2006,138761,Diesel,4.8,CVT,Truck,Red,First Owner,14502.33,17
BMW,Model E,2023,104448,Diesel,2.5,Manual,Coupe,Red,Third Owner,23951.21,0
Kia,Model C,2011,178274,Hybrid,1.8,CVT,Truck,Gray,Second Owner,10509.5,12
Nissan,Model E,2014,11190,Diesel,4.0,CVT,Sedan,White,Second Owner,14178.77,9
Mercedes,Model A,2020,185186,Hybrid,4.1,Manual,Sedan,Black,First Owner,22183.28,3
Nissan,Model D,2004,95262,Electric,4.1,Automatic,SUV,Blue,Third Owner,15157.45,19
BMW,Model B,2023,277588,Hybrid,2.5,Automatic,Truck,White,First Owner,23998.79,0
Honda,Model A,2004,50342,Hybrid,4.7,Manual,Truck,Blue,First Owner,9187.85,19
Toyota,Model C,2011,101272,Diesel,4.9,Manual,Sedan,Gray,Third Owner,15605.13,12
Chevrolet,Model B,2001,298088,Petrol,3.3,Automatic,SUV,Red,Second Owner,6334.4,22
Volkswagen,Model E,2012,210770,Hybrid,2.4,Manual,Truck,Blue,First Owner,9916.75,11
Chevrolet,Model A,2018,10483,Diesel,4.5,Manual,Truck,Black,First Owner,17597.78,5
Hyundai,Model D,2020,196110,Diesel,3.1,Manual,SUV,White,Third Owner,14638.36,3
Honda,Model C,2018,172582,Petrol,3.6,CVT,Sedan,Blue,Third Owner,13705.22,5
Volkswagen,Model B,2005,279645,Diesel,1.4,Automatic,Truck,Blue,Third Owner,6099.8,18
Hyundai,Model C,2002,166130,Hybrid,1.3,Automatic,Truck,Gray,First Owner,4675.28,21
Mercedes,Model E,2015,142209,Diesel,2.0,Automatic,Hatchback,White,Second Owner,20167.84,8
Ford,Model B,2020,247340,Electric,4.1,CVT,Coupe,Black,First Owner,18333.5,3
Honda,Model A,2007,47919,Petrol,4.9,Automatic,SUV,Black,Third Owner,11349.74,16
BMW,Model E,2004,57778,Petrol,2.3,Automatic,SUV,Blue,Second Owner,17041.04,19
Chevrolet,Model E,2003,50719,Petrol,4.8,CVT,Sedan,Black,Second Owner,9021.86,20
Nissan,Model C,2007,141155,Hybrid,2.3,Automatic,Hatchback,Gray,Second Owner,11298.49,16
Toyota,Model D,2013,133686,Petrol,4.9,Manual,Hatchback,White,Second Owner,14832.16,10
Honda,Model C,2017,56725,Petrol,2.6,Manual,SUV,Red,Second Owner,16409.54,6
Kia,Model E,2014,218888,Diesel,1.7,Automatic,Hatchback,Blue,Third Owner,13534.14,9
BMW,Model C,2005,268414,Hybrid,3.8,Automatic,SUV,Blue,First Owner,14126.26,18
Ford,Model D,2000,166873,Petrol,1.6,Automatic,Hatchback,Blue,Third Owner,5403.5,23
Honda,Model B,2012,55317,Electric,1.5,Automatic,Truck,White,Second Owner,18469.77,11
Nissan,Model B,2007,132950,Hybrid,4.6,Automatic,SUV,Gray,Third Owner,10485.54,16
Ford,Model A,2004,101440,Hybrid,2.1,Automatic,SUV,White,First Owner,10467.07,19
Chevrolet,Model C,2014,41751,Diesel,1.3,CVT,Coupe,Blue,Third Owner,13727.18,9
BMW,Model E,2005,61545,Electric,3.7,Automatic,SUV,Red,Second Owner,17825.31,18
Kia,Model A,2001,24346,Hybrid,1.1,CVT,Hatchback,White,First Owner,8245.49,22
Volkswagen,Model D,2016,32335,Petrol,4.4,Manual,Truck,White,First Owner,14902.91,7
Kia,Model A,2008,25927,Electric,1.0,CVT,Truck,White,First Owner,14757.71,15
Mercedes,Model C,2017,171376,Electric,4.7,CVT,Sedan,Blue,Second Owner,23395.48,6
Mercedes,Model E,2019,137687,Electric,4.1,Automatic,Sedan,White,Third Owner,24449.29,4
Toyota,Model D,2012,144756,Electric,4.4,Manual,SUV,Black,Third Owner,17506.28,11
Volkswagen,Model A,2000,194886,Petrol,4.8,Automatic,SUV,Red,First Owner,4159.97,23
Volkswagen,Model E,2000,257555,Diesel,3.9,Automatic,Coupe,Gray,Third Owner,5606.99,23
Nissan,Model D,2001,101488,Hybrid,1.4,Manual,Truck,Blue,Third Owner,10994.21,22
Honda,Model A,2019,205682,Electric,1.4,Manual,Sedan,Black,First Owner,17345.18,4
Hyundai,Model B,2009,81658,Petrol,1.6,Automatic,Sedan,White,Third Owner,12022.67,14
Volkswagen,Model B,2009,115440,Petrol,2.3,Manual,Sedan,White,Second Owner,11869.72,14
Kia,Model D,2007,163607,Petrol,2.4,CVT,Coupe,Gray,Second Owner,9824.17,16
Mercedes,Model B,2019,75013,Petrol,1.7,Manual,Sedan,Gray,Third Owner,23206.71,4
Volkswagen,Model A,2019,141921,Electric,2.7,Automatic,Coupe,Black,First Owner,21857.47,4
BMW,Model E,2001,37589,Diesel,3.0,Automatic,Truck,Red,Second Owner,14530.33,22
Kia,Model E,2023,267621,Hybrid,1.2,Automatic,Coupe,White,First Owner,16516.55,0
Nissan,Model E,2003,184334,Hybrid,2.5,CVT,Sedan,Black,Second Owner,6965.49,20
Toyota,Model C,2021,41724,Electric,3.3,CVT,Truck,Gray,Second Owner,23996.01,2
Volkswagen,Model C,2017,250701,Diesel,2.0,Manual,Coupe,Red,Second Owner,12452.79,6
Hyundai,Model A,2003,45290,Petrol,4.8,Automatic,Hatchback,Black,First Owner,10645.7,20
Toyota,Model B,2012,226719,Hybrid,4.0,CVT,Hatchback,Red,Third Owner,9809.84,11
Nissan,Model E,2010,176636,Electric,1.3,CVT,Sedan,Black,Third Owner,11900.28,13
Nissan,Model A,2004,297796,Electric,2.3,Manual,Hatchback,Black,First Owner,10304.91,19
Nissan,Model A,2010,85536,Petrol,4.7,CVT,Hatchback,Gray,Third Owner,13547.53,13
Nissan,Model C,2008,173252,Petrol,2.4,CVT,Sedan,Blue,Third Owner,10551.4,15
Hyundai,Model E,2011,167156,Diesel,3.0,CVT,Sedan,Red,Second Owner,12385.86,12
Ford,Model B,2023,45067,Diesel,4.3,Automatic,Sedan,Blue,Second Owner,18842.91,0
Ford,Model A,2016,82148,Hybrid,3.0,Automatic,SUV,Blue,Second Owner,14513.19,7
Toyota,Model D,2008,161351,Hybrid,2.5,Manual,SUV,Gray,Third Owner,10825.72,15
Chevrolet,Model C,2001,293162,Hybrid,1.7,Manual,Sedan,Red,First Owner,6098.86,22
BMW,Model E,2015,75389,Petrol,3.6,CVT,Coupe,Gray,Third Owner,22115.78,8
Honda,Model C,2005,143342,Electric,4.2,Automatic,Sedan,Blue,Third Owner,13459.86,18
Volkswagen,Model B,2007,277069,Diesel,4.9,Automatic,Hatchback,Gray,First Owner,8998.42,16
Ford,Model A,2022,154135,Electric,2.8,Manual,Sedan,White,Third Owner,20485.77,1
Mercedes,Model C,2010,14980,Petrol,3.6,Automatic,Truck,Red,Third Owner,19294.26,13
Chevrolet,Model A,2015,114409,Diesel,1.7,CVT,Coupe,Black,Second Owner,16335.67,8
Volkswagen,Model E,2006,199067,Electric,1.5,CVT,Coupe,White,Third Owner,12983.47,17
BMW,Model B,2022,242556,Electric,2.0,Manual,Truck,White,First Owner,25796.76,1
BMW,Model A,2009,50734,Diesel,3.6,CVT,Truck,White,Third Owner,18830.1,14
Kia,Model B,2016,220475,Petrol,3.8,CVT,Hatchback,Gray,Second Owner,14002.84,7
Volkswagen,Model B,2022,211143,Electric,3.0,Manual,Sedan,White,Second Owner,18502.21,1
Mercedes,Model D,2006,293708,Electric,3.1,Automatic,Sedan,Blue,Third Owner,16743.44,17
Nissan,Model D,2012,240478,Hybrid,2.7,CVT,Hatchback,White,Second Owner,10882.33,11
Honda,Model D,2020,189052,Electric,3.1,Automatic,Truck,White,Third Owner,17791.39,3
Hyundai,Model E,2023,275169,Petrol,4.0,CVT,Coupe,Red,First Owner,16682.19,0
BMW,Model D,2007,65357,Diesel,3.4,CVT,SUV,Gray,Second Owner,16425.96,16
Hyundai,Model C,2003,28304,Hybrid,1.9,Automatic,Truck,Gray,Third Owner,9113.86,20
Volkswagen,Model E,2015,269475,Petrol,1.0,Automatic,Hatchback,Gray,First Owner,14138.59,8
Hyundai,Model E,2016,227488,Diesel,1.3,Manual,SUV,White,Third Owner,13258.57,7
Mercedes,Model E,2004,87850,Electric,4.7,Automatic,Hatchback,Black,Third Owner,18984.52,19
Toyota,Model A,2014,38172,Hybrid,2.0,CVT,Hatchback,Blue,Second Owner,14647.79,9
Honda,Model C,2023,239682,Hybrid,2.1,Manual,Truck,White,Second Owner,15243.63,0
Hyundai,Model D,2011,54838,Hybrid,2.1,Manual,Coupe,White,Second Owner,12868.55,12
Honda,Model A,2009,272014,Hybrid,1.3,Automatic,Hatchback,White,Second Owner,10314.79,14
Volkswagen,Model E,2001,12579,Diesel,2.1,Manual,Sedan,Black,First Owner,10508.97,22
Kia,Model A,2005,125680,Petrol,3.1,Automatic,SUV,White,Third Owner,9277.37,18
Ford,Model A,2001,264296,Diesel,3.0,CVT,SUV,Red,First Owner,6254.7,22
Nissan,Model A,2002,219967,Petrol,4.1,Manual,Sedan,Black,Third Owner,7367.76,21
Toyota,Model A,2012,259041,Petrol,2.6,CVT,Truck,Blue,First Owner,12522.88,11
Hyundai,Model D,2005,248952,Electric,4.2,Automatic,Truck,Black,First Owner,10971.45,18
Toyota,Model A,2021,94314,Hybrid,4.0,Manual,Coupe,Blue,Second Owner,17477.24,2
Chevrolet,Model E,2023,143296,Hybrid,4.4,Manual,SUV,Red,First Owner,20862.41,0
Chevrolet,Model D,2002,210398,Diesel,2.1,Automatic,Truck,Red,First Owner,4503.35,21
Ford,Model E,2008,28365,Petrol,3.4,CVT,Truck,Blue,Third Owner,10598.46,15
Honda,Model C,2023,94415,Hybrid,1.8,CVT,SUV,Blue,Second Owner,21294.05,0
Hyundai,Model C,2009,10472,Petrol,2.1,Automatic,Coupe,Red,First Owner,11089.46,14
Mercedes,Model D,2008,130676,Diesel,1.9,Manual,Truck,Blue,First Owner,16904.43,15
BMW,Model E,2002,184193,Electric,5.0,CVT,Truck,Blue,Second Owner,14919.65,21
Volkswagen,Model D,2023,22437,Electric,2.4,CVT,Sedan,Red,Second Owner,24704.47,0
Toyota,Model C,2020,98937,Diesel,4.5,CVT,SUV,White,First Owner,17642.74,3
Hyundai,Model D,2021,172859,Petrol,3.9,CVT,SUV,Black,First Owner,16793.77,2
Nissan,Model B,2011,91669,Electric,4.7,Manual,Sedan,Red,Third Owner,16243.48,12
Hyundai,Model E,2003,86791,Hybrid,1.6,Automatic,Hatchback,Red,Second Owner,11351.36,20
Hyundai,Model A,2006,137529,Hybrid,3.5,CVT,Truck,Red,Second Owner,9554.01,17
Volkswagen,Model B,2000,122345,Electric,2.8,CVT,Hatchback,White,Second Owner,9742.6,23
Volkswagen,Model E,2004,82022,Petrol,1.1,Manual,Hatchback,White,Second Owner,11100.47,19
Honda,Model C,2015,268830,Petrol,3.5,CVT,Coupe,Blue,Second Owner,12167.04,8
Chevrolet,Model B,2022,131133,Hybrid,4.7,Manual,SUV,Gray,Second Owner,19413.58,1
Mercedes,Model A,2019,132565,Hybrid,4.4,Manual,SUV,Black,Third Owner,21095.1,4
Hyundai,Model B,2012,197250,Petrol,1.5,CVT,SUV,Blue,Third Owner,13334.65,11
Mercedes,Model D,2018,7021,Hybrid,3.0,CVT,Sedan,Red,Second Owner,20865.25,5
Chevrolet,Model C,2006,254525,Diesel,3.7,Automatic,Truck,White,Second Owner,7711.98,17
Kia,Model E,2018,152208,Electric,2.4,CVT,Hatchback,White,Third Owner,19229.8,5
Kia,Model E,2023,184335,Electric,3.4,Manual,Hatchback,Red,First Owner,19823.03,0
BMW,Model C,2003,117373,Diesel,3.3,Manual,Hatchback,Black,Third Owner,13059.79,20
Ford,Model A,2007,279121,Hybrid,2.1,Manual,Hatchback,Blue,First Owner,9572.5,16
Nissan,Model B,2007,98955,Electric,3.9,CVT,SUV,Gray,Third Owner,14748.7,16
Ford,Model B,2015,79056,Petrol,3.3,Manual,Sedan,Red,Second Owner,17566.12,8
Kia,Model C,2012,293759,Hybrid,3.7,Automatic,Hatchback,Gray,First Owner,12177.86,11
Kia,Model C,2012,42067,Diesel,1.0,Manual,SUV,Gray,First Owner,15005.26,11
Toyota,Model A,2006,37275,Petrol,4.1,Manual,Truck,Red,First Owner,10189.09,17
Nissan,Model E,2013,73703,Hybrid,2.8,Manual,Truck,Gray,Third Owner,14955.5,10
Nissan,Model B,2013,123636,Hybrid,4.7,Automatic,Truck,White,First Owner,14182.15,10
Chevrolet,Model E,2005,189602,Diesel,1.3,Manual,Truck,Blue,First Owner,9763.44,18
Honda,Model B,2007,56486,Electric,3.2,Automatic,Hatchback,Blue,Second Owner,15685.55,16
Volkswagen,Model B,2023,175848,Electric,2.2,Manual,Sedan,Gray,First Owner,20585.39,0
Mercedes,Model D,2019,219057,Electric,2.1,CVT,Sedan,Black,Third Owner,21295.78,4
Nissan,Model A,2022,265192,Electric,2.2,Automatic,Coupe,Gray,Third Owner,21284.95,1
Volkswagen,Model D,2006,186180,Diesel,1.6,Manual,Truck,Black,Second Owner,8891.62,17
Honda,Model B,2003,287121,Petrol,2.9,CVT,Coupe,Red,Second Owner,6458.14,20
Honda,Model B,2010,268968,Diesel,1.1,Manual,SUV,Blue,First Owner,11709.04,13
Toyota,Model D,2005,93518,Diesel,1.4,Manual,SUV,White,Second Owner,10774.64,18
Chevrolet,Model D,2013,89756,Electric,3.7,Automatic,SUV,White,Second Owner,16866.6,10
Chevrolet,Model D,2002,207836,Hybrid,4.6,CVT,SUV,Red,First Owner,8351.93,21
Kia,Model C,2017,295607,Electric,1.9,Manual,Truck,Gray,Second Owner,16681.2,6
Hyundai,Model A,2019,57468,Hybrid,3.0,Automatic,Truck,White,Second Owner,17801.53,4
Toyota,Model A,2008,17910,Diesel,3.3,Manual,Hatchback,White,Second Owner,10812.55,15
Chevrolet,Model E,2011,299708,Electric,2.9,Automatic,Hatchback,Gray,First Owner,14707.69,12
Ford,Model A,2018,37095,Hybrid,2.8,CVT,SUV,Gray,Third Owner,18125.22,5
Honda,Model B,2018,93325,Hybrid,2.7,Automatic,Truck,White,First Owner,16422.22,5
Nissan,Model B,2012,199396,Electric,3.7,Automatic,Truck,Blue,First Owner,13711.66,11
Toyota,Model E,2011,162747,Diesel,4.5,Automatic,Hatchback,White,Third Owner,11458.31,12
Honda,Model D,2021,131510,Petrol,3.8,CVT,Truck,Black,Second Owner,19073.75,2
Mercedes,Model B,2007,261127,Electric,4.4,Automatic,Hatchback,Black,First Owner,15932.35,16
Hyundai,Model C,2005,135543,Diesel,1.4,Automatic,SUV,White,First Owner,9597.7,18
Mercedes,Model C,2021,299155,Hybrid,4.1,Automatic,Truck,Gray,First Owner,20360.38,2
BMW,Model A,2011,20624,Diesel,1.8,CVT,Hatchback,Black,First Owner,18293.61,12
BMW,Model D,2016,199131,Electric,2.3,CVT,SUV,Red,Third Owner,23449.22,7
Mercedes,Model B,2005,77053,Petrol,3.7,Automatic,SUV,Gray,Second Owner,16674.98,18
Honda,Model C,2005,256239,Diesel,3.4,CVT,Truck,Red,First Owner,9428.63,18
Volkswagen,Model B,2007,75083,Diesel,2.4,CVT,Truck,Gray,Second Owner,10573.48,16
Toyota,Model D,2017,128937,Petrol,1.7,Manual,SUV,Gray,Third Owner,17812.33,6
Nissan,Model C,2001,67424,Diesel,4.7,Automatic,Truck,Black,Second Owner,9161.86,22
Nissan,Model D,2009,52768,Electric,4.1,Automatic,Hatchback,White,Second Owner,16779.48,14
Mercedes,Model A,2006,100648,Hybrid,2.5,CVT,Truck,Gray,Second Owner,17103.2,17
Kia,Model D,2018,217934,Hybrid,4.6,Automatic,SUV,Red,First Owner,12953.43,5
Ford,Model C,2007,139099,Electric,3.0,Automatic,Sedan,Blue,First Owner,13816.72,16
Chevrolet,Model C,2005,167373,Diesel,4.2,Automatic,Sedan,Black,Third Owner,9755.5,18
Honda,Model B,2015,135259,Electric,3.0,Manual,Coupe,Gray,First Owner,18986.34,8
Ford,Model A,2010,283728,Electric,1.3,CVT,Sedan,White,Third Owner,15446.43,13
Nissan,Model B,2019,204646,Diesel,3.7,Automatic,SUV,Blue,Second Owner,15517.75,4
Hyundai,Model D,2021,177583,Diesel,1.5,Automatic,Hatchback,White,Third Owner,17911.69,2
Toyota,Model A,2002,240616,Hybrid,2.9,CVT,Sedan,Blue,Third Owner,7258.34,21
Honda,Model E,2007,147352,Diesel,4.9,Automatic,Hatchback,White,Third Owner,10539.15,16
Honda,Model B,2007,42353,Hybrid,1.8,Automatic,SUV,White,Second Owner,12181.56,16
Toyota,Model B,2000,41736,Hybrid,2.1,CVT,Truck,Gray,Second Owner,9062.83,23
Toyota,Model B,2012,253821,Electric,3.1,CVT,SUV,White,Second Owner,14646.85,11
Volkswagen,Model D,2009,274644,Electric,4.0,Automatic,SUV,Gray,First Owner,12915.38,14
BMW,Model B,2012,236780,Petrol,1.8,Manual,Sedan,Gray,Third Owner,17581.12,11
Ford,Model A,2000,233063,Diesel,4.6,Automatic,Truck,White,First Owner,4787.73,23
Ford,Model C,2014,195876,Electric,4.4,CVT,Coupe,Red,Second Owner,15643.45,9
Mercedes,Model D,2001,166539,Electric,2.9,CVT,Truck,Black,Second Owner,12737.76,22
Volkswagen,Model D,2005,57596,Diesel,4.9,Manual,SUV,Red,Second Owner,11937.94,18
Toyota,Model A,2000,250867,Diesel,2.2,CVT,SUV,Blue,First Owner,7125.38,23
Mercedes,Model C,2016,194918,Electric,2.7,Manual,Coupe,Black,Second Owner,19902.23,7
Toyota,Model D,2018,30755,Electric,4.2,Manual,Sedan,Gray,Third Owner,19589.83,5
Chevrolet,Model B,2004,99248,Diesel,1.2,Manual,SUV,White,First Owner,11144.97,19
BMW,Model B,2006,195057,Diesel,1.6,CVT,Coupe,Black,Third Owner,11789.08,17
Kia,Model E,2021,122023,Diesel,3.8,Manual,Coupe,White,Second Owner,19666.36,2
Toyota,Model E,2021,56230,Diesel,4.1,CVT,Truck,White,Second Owner,18514.7,2
Honda,Model C,2018,11397,Hybrid,1.4,Manual,Coupe,Blue,Second Owner,19146.99,5
Toyota,Model A,2020,223114,Hybrid,2.8,Automatic,SUV,Gray,Second Owner,17222.17,3
Chevrolet,Model C,2020,121200,Diesel,4.4,Manual,Sedan,White,First Owner,16946.87,3
BMW,Model B,2005,253376,Petrol,3.5,Automatic,Sedan,Black,Second Owner,11696.92,18
Mercedes,Model B,2021,98514,Hybrid,3.7,Manual,Sedan,Black,Second Owner,25862.68,2
Volkswagen,Model C,2019,130715,Hybrid,1.3,Automatic,Coupe,Black,Third Owner,16987.09,4
Nissan,Model E,2014,125475,Electric,3.7,CVT,Coupe,White,First Owner,18106.86,9
Hyundai,Model C,2004,142104,Petrol,1.3,CVT,SUV,Blue,Third Owner,10580.9,19
BMW,Model A,2018,227487,Petrol,1.4,Manual,Coupe,Blue,Third Owner,20281.03,5
Hyundai,Model D,2022,133854,Hybrid,1.0,Manual,Coupe,White,Third Owner,20812.8,1
Ford,Model C,2019,108656,Electric,2.6,CVT,Truck,Blue,Third Owner,19660.4,4
Honda,Model B,2018,103035,Petrol,3.9,CVT,Truck,White,Third Owner,19268.47,5
Volkswagen,Model E,2022,14126,Electric,2.4,Automatic,Hatchback,Black,Second Owner,23920.49,1
Hyundai,Model C,2020,51270,Petrol,1.2,CVT,Sedan,Black,Second Owner,19380.65,3
Kia,Model D,2022,61902,Diesel,1.4,CVT,Hatchback,Red,First Owner,17787.61,1
Mercedes,Model D,2016,242352,Electric,4.9,Automatic,SUV,Blue,First Owner,21280.99,7
Mercedes,Model C,2001,119822,Hybrid,4.9,Automatic,Sedan,Gray,First Owner,15956.06,22
Kia,Model E,2013,65307,Diesel,1.7,CVT,SUV,Black,First Owner,14546.31,10
Volkswagen,Model A,2014,231609,Hybrid,1.0,Manual,SUV,Blue,Second Owner,12289.69,9
Kia,Model A,2010,162164,Diesel,2.5,CVT,SUV,Red,First Owner,10368.76,13
Kia,Model B,2010,158249,Petrol,2.1,CVT,Truck,Gray,Third Owner,9650.24,13
Ford,Model D,2004,137499,Diesel,3.6,CVT,Hatchback,Red,Third Owner,10837.61,19
Mercedes,Model C,2008,178064,Hybrid,1.2,Automatic,Hatchback,Red,Second Owner,14725.28,15
BMW,Model D,2017,12276,Petrol,2.7,Manual,SUV,Red,First Owner,21372.81,6
Kia,Model D,2001,12838,Diesel,1.5,Automatic,Hatchback,Black,First Owner,10142.95,22
Nissan,Model D,2018,162996,Diesel,4.1,Automatic,Coupe,Black,Second Owner,15621.14,5
Kia,Model B,2012,247938,Hybrid,2.1,Automatic,SUV,Blue,First Owner,10893.8,11
Toyota,Model A,2002,17488,Petrol,3.7,Manual,Truck,Blue,Third Owner,7585.71,21
Mercedes,Model E,2018,34116,Electric,1.1,CVT,SUV,Blue,Third Owner,23651.67,5
Volkswagen,Model A,2016,294785,Diesel,4.3,Automatic,Coupe,Blue,First Owner,15042.19,7
Nissan,Model C,2007,123174,Hybrid,4.9,CVT,Hatchback,Gray,Third Owner,11099.35,16
BMW,Model E,2005,35478,Diesel,1.1,CVT,Hatchback,Blue,Third Owner,14172.49,18
Ford,Model C,2010,281237,Hybrid,1.9,Manual,Truck,Blue,Third Owner,11666.13,13
Kia,Model B,2006,50158,Petrol,2.9,Manual,Coupe,Red,Second Owner,10182.03,17
BMW,Model C,2008,104785,Electric,4.2,Automatic,SUV,Gray,Second Owner,20582.35,15
Toyota,Model E,2014,198865,Diesel,4.2,Automatic,Coupe,White,First Owner,13586.01,9
Volkswagen,Model C,2018,117335,Electric,2.2,Manual,SUV,White,Third Owner,21769.52,5
Hyundai,Model D,2009,238485,Electric,4.9,Manual,Truck,White,First Owner,13673.52,14
Volkswagen,Model B,2004,107903,Electric,3.0,Automatic,Coupe,Black,Third Owner,14424.73,19
BMW,Model C,2011,279202,Hybrid,5.0,Automatic,Truck,Gray,First Owner,16981.27,12
Volkswagen,Model C,2009,38024,Electric,3.5,Automatic,Truck,Red,Second Owner,17168.82,14
Mercedes,Model D,2011,239936,Diesel,2.9,Automatic,Sedan,Black,Third Owner,15680.9,12
Mercedes,Model A,2020,154153,Electric,3.4,CVT,Sedan,Blue,Second Owner,23939.41,3
Honda,Model D,2020,137364,Hybrid,2.3,Automatic,Coupe,Black,First Owner,17182.57,3
Hyundai,Model C,2013,127326,Electric,1.4,CVT,Truck,Blue,Second Owner,17154.44,10
Nissan,Model C,2000,269630,Hybrid,4.0,CVT,Truck,Black,Third Owner,6009.92,23
Chevrolet,Model E,2001,77103,Electric,1.5,Manual,Truck,Gray,Third Owner,11216.72,22
Nissan,Model E,2020,217864,Electric,2.0,Manual,Coupe,Black,Third Owner,18223.37,3
Volkswagen,Model A,2003,262672,Electric,1.6,CVT,Truck,Red,Third Owner,10592.81,20
Ford,Model D,2022,214825,Petrol,1.4,Automatic,SUV,White,Second Owner,14860.35,1
Honda,Model A,2005,130685,Electric,3.3,CVT,Truck,Gray,Third Owner,14412.49,18
Kia,Model A,2004,268119,Hybrid,1.8,Automatic,Hatchback,Gray,Second Owner,5740.37,19
Mercedes,Model B,2006,197597,Hybrid,3.6,CVT,Truck,Blue,Second Owner,11564.82,17
Chevrolet,Model B,2006,283623,Petrol,4.2,Automatic,Hatchback,Blue,Third Owner,9771.98,17
Hyundai,Model E,2015,295369,Diesel,4.2,Manual,Truck,Red,Second Owner,13931.61,8
